lat,lon,Year,Month,precipf
38.25,-79.75,2006,8,3.8585432547497403e-05
38.25,-79.75,2006,9,5.9718064201123394e-05
38.25,-79.75,2007,5,2.4483661782655432e-05
38.25,-79.75,2007,6,1.6886219053639333e-05
38.25,-79.75,2007,7,4.329539403665152e-05
38.25,-79.75,2007,8,4.193364162127699e-05
38.25,-79.75,2007,9,1.3016508267919372e-05
38.25,-79.75,2008,5,9.252132841048651e-05
38.25,-79.75,2008,6,7.023038865294022e-05
38.25,-79.75,2008,7,4.630811723393252e-05
38.25,-79.75,2008,8,2.483445019167254e-05
38.25,-79.75,2008,9,4.0437302195513634e-05
38.25,-79.75,2009,5,9.534198036203497e-05
38.25,-79.75,2009,6,6.820572759789201e-05
38.25,-79.75,2009,7,3.681439613798592e-05
38.25,-79.75,2009,8,3.350495951265532e-05
38.25,-79.75,2009,9,4.3066862498771186e-05
38.25,-79.75,2010,5,5.9479071995309295e-05
38.25,-79.75,2010,6,5.57880157624863e-05
38.25,-79.75,2010,7,5.113697681978026e-05
38.25,-79.75,2010,8,3.777491295274666e-05
38.25,-79.75,2010,9,4.0655602983080624e-05
38.25,-79.25,2006,5,2.1441325318410384e-05
38.25,-79.25,2006,6,7.159908988860764e-05
38.25,-79.25,2006,7,5.4615118629851254e-05
38.25,-79.25,2006,8,2.8736371682901834e-05
38.25,-79.25,2006,9,5.57343303684732e-05
38.25,-79.25,2007,5,2.0340172522482376e-05
38.25,-79.25,2007,6,1.4140106901387265e-05
38.25,-79.25,2007,7,3.488247141430496e-05
38.25,-79.25,2007,8,3.577973150034876e-05
38.25,-79.25,2007,9,1.0183419561352973e-05
38.25,-79.25,2008,5,8.499770269539354e-05
38.25,-79.25,2008,6,5.8263991456127444e-05
38.25,-79.25,2008,7,3.899860865175242e-05
38.25,-79.25,2008,8,1.9431159636112547e-05
38.25,-79.25,2008,9,4.167220465481532e-05
38.25,-79.25,2009,5,8.599530597801353e-05
38.25,-79.25,2009,6,5.895264831217162e-05
38.25,-79.25,2009,7,2.7334910120818142e-05
38.25,-79.25,2009,8,2.797070468620089e-05
38.25,-79.25,2009,9,3.74463071013594e-05
38.25,-79.25,2010,5,4.9969281731797677e-05
38.25,-79.25,2010,6,4.661430571198076e-05
38.25,-79.25,2010,7,4.297603405612828e-05
38.25,-79.25,2010,8,3.147043070194953e-05
38.25,-79.25,2010,9,3.6844261050660135e-05
38.25,-78.75,2006,5,2.0036142289779578e-05
38.25,-78.75,2006,6,6.542510507685506e-05
38.25,-78.75,2006,7,4.6146001112459187e-05
38.25,-78.75,2006,8,2.2980589717821573e-05
38.25,-78.75,2006,9,5.5360207092884174e-05
38.25,-78.75,2007,5,1.8313789710282023e-05
38.25,-78.75,2007,6,1.2414573144958751e-05
38.25,-78.75,2007,7,2.9602206258837506e-05
38.25,-78.75,2007,8,3.193497545803741e-05
38.25,-78.75,2007,9,8.697273870102625e-06
38.25,-78.75,2008,5,8.388143902940493e-05
38.25,-78.75,2008,6,5.032566726542361e-05
38.25,-78.75,2008,7,3.4774836950640475e-05
38.25,-78.75,2008,8,1.570361616123788e-05
38.25,-78.75,2008,9,4.4963450954767685e-05
38.25,-78.75,2009,5,8.08514997907429e-05
38.25,-78.75,2009,6,5.328654586411001e-05
38.25,-78.75,2009,7,2.1223527636083893e-05
38.25,-78.75,2009,8,2.4304465661588224e-05
38.25,-78.75,2009,9,3.536154782850393e-05
38.25,-78.75,2010,5,4.4719584627999986e-05
38.25,-78.75,2010,6,3.953142388015557e-05
38.25,-78.75,2010,7,3.804390547253755e-05
38.25,-78.75,2010,8,2.748881234183738e-05
38.25,-78.75,2010,9,3.5306523613742694e-05
38.25,-78.25,2006,5,2.1538154114803512e-05
38.25,-78.25,2006,6,7.893108870445549e-05
38.25,-78.25,2006,7,4.157290280479555e-05
38.25,-78.25,2006,8,1.930216690522323e-05
38.25,-78.25,2006,9,5.9537515263367404e-05
38.25,-78.25,2007,5,1.8918867179500636e-05
38.25,-78.25,2007,6,1.4005771727498839e-05
38.25,-78.25,2007,7,3.103551668508365e-05
38.25,-78.25,2007,8,2.9260345880065218e-05
38.25,-78.25,2007,9,7.2467012969923415e-06
38.25,-78.25,2008,5,9.598278703152581e-05
38.25,-78.25,2008,6,5.228426209580306e-05
38.25,-78.25,2008,7,3.762150154062646e-05
38.25,-78.25,2008,8,1.4439033938194655e-05
38.25,-78.25,2008,9,4.966140906297138e-05
38.25,-78.25,2009,5,8.521707451668974e-05
38.25,-78.25,2009,6,5.835665596265471e-05
38.25,-78.25,2009,7,1.7751289392946425e-05
38.25,-78.25,2009,8,2.347238264694031e-05
38.25,-78.25,2009,9,3.6941558826456e-05
38.25,-78.25,2010,5,4.0197716489551264e-05
38.25,-78.25,2010,6,3.9179627794542574e-05
38.25,-78.25,2010,7,3.836564027199819e-05
38.25,-78.25,2010,8,2.6365878086747884e-05
38.25,-78.25,2010,9,2.73125487756265e-05
38.25,-77.75,2006,5,2.2599785162821348e-05
38.25,-77.75,2006,6,8.037400421443409e-05
38.25,-77.75,2006,7,3.619394817114711e-05
38.25,-77.75,2006,8,1.581387718437604e-05
38.25,-77.75,2006,9,6.166825638824018e-05
38.25,-77.75,2007,5,1.884361394984573e-05
38.25,-77.75,2007,6,1.4818990029870823e-05
38.25,-77.75,2007,7,2.646475556733116e-05
38.25,-77.75,2007,8,3.055441240817913e-05
38.25,-77.75,2007,9,6.373125118900684e-06
38.25,-77.75,2008,5,0.0001040957520116638
38.25,-77.75,2008,6,5.288372073923853e-05
38.25,-77.75,2008,7,3.4760353884567876e-05
38.25,-77.75,2008,8,1.3588902423289742e-05
38.25,-77.75,2008,9,5.48024157048003e-05
38.25,-77.75,2009,5,8.834117493201406e-05
38.25,-77.75,2009,6,6.164452462608476e-05
38.25,-77.75,2009,7,1.3812134230787919e-05
38.25,-77.75,2009,8,2.3659439473857196e-05
38.25,-77.75,2009,9,3.601879048357633e-05
38.25,-77.75,2010,5,3.9656726033461766e-05
38.25,-77.75,2010,6,4.0174528534079694e-05
38.25,-77.75,2010,7,3.5151641284257226e-05
38.25,-77.75,2010,8,2.6813420991522973e-05
38.25,-77.75,2010,9,2.8221403846457465e-05
38.25,-77.25,2006,5,2.244276939996375e-05
38.25,-77.25,2006,6,7.986761603155183e-05
38.25,-77.25,2006,7,3.281328326275984e-05
38.25,-77.25,2006,8,1.3026542698144699e-05
38.25,-77.25,2006,9,6.403647719584644e-05
38.25,-77.25,2007,5,1.783353591194679e-05
38.25,-77.25,2007,6,1.4268928578313005e-05
38.25,-77.25,2007,7,2.6627143103494503e-05
38.25,-77.25,2007,8,3.1860707341162385e-05
38.25,-77.25,2007,9,5.968929765861238e-06
38.25,-77.25,2008,5,0.00010496132180235915
38.25,-77.25,2008,6,4.9860631671982957e-05
38.25,-77.25,2008,7,3.5018567503255424e-05
38.25,-77.25,2008,8,1.3543740733807097e-05
38.25,-77.25,2008,9,6.198664044663043e-05
38.25,-77.25,2009,5,8.525607910922047e-05
38.25,-77.25,2009,6,5.9782034498390145e-05
38.25,-77.25,2009,7,1.1326353989615073e-05
38.25,-77.25,2009,8,2.3584296132988533e-05
38.25,-77.25,2009,9,3.478508335294887e-05
38.25,-77.25,2010,5,3.819937936540151e-05
38.25,-77.25,2010,6,3.7025031248765056e-05
38.25,-77.25,2010,7,3.460950884809207e-05
38.25,-77.25,2010,8,2.787618237313372e-05
38.25,-77.25,2010,9,2.7302191458117874e-05
38.25,-76.75,2006,5,2.525353104839808e-05
38.25,-76.75,2006,6,9.208521884775204e-05
38.25,-76.75,2006,7,3.7854805713252634e-05
38.25,-76.75,2006,8,1.6266990025158174e-05
38.25,-76.75,2006,9,7.13653118585474e-05
38.25,-76.75,2007,5,1.81793477190649e-05
38.25,-76.75,2007,6,2.5658102505736007e-05
38.25,-76.75,2007,7,2.8473219547779784e-05
38.25,-76.75,2007,8,3.245017036601986e-05
38.25,-76.75,2007,9,7.273745080412416e-06
38.25,-76.75,2008,5,9.954061225758346e-05
38.25,-76.75,2008,6,5.038022238229208e-05
38.25,-76.75,2008,7,3.850872473773022e-05
38.25,-76.75,2008,8,1.3552747139037768e-05
38.25,-76.75,2008,9,6.628173383136926e-05
38.25,-76.75,2009,5,8.685335601803727e-05
38.25,-76.75,2009,6,6.891488773253703e-05
38.25,-76.75,2009,7,1.4301940328791253e-05
38.25,-76.75,2009,8,2.8692588815262192e-05
38.25,-76.75,2009,9,4.339046950600917e-05
38.25,-76.75,2010,5,3.8652566960202035e-05
38.25,-76.75,2010,6,4.264164017391963e-05
38.25,-76.75,2010,7,3.778610691266169e-05
38.25,-76.75,2010,8,3.030151684611988e-05
38.25,-76.75,2010,9,4.121182635562122e-05
38.25,-75.75,2006,5,3.150112199741047e-05
38.25,-75.75,2006,6,7.31716661224624e-05
38.25,-75.75,2006,7,4.1144480029231545e-05
38.25,-75.75,2006,8,3.5273475487810955e-05
38.25,-75.75,2006,9,7.926631454537869e-05
38.25,-75.75,2007,5,1.6060743669021165e-05
38.25,-75.75,2007,6,5.288089751663468e-05
38.25,-75.75,2007,7,2.266572151815045e-05
38.25,-75.75,2007,8,3.180746900022952e-05
38.25,-75.75,2007,9,1.5245805225916343e-05
38.25,-75.75,2008,5,5.731330598987113e-05
38.25,-75.75,2008,6,3.407634470171672e-05
38.25,-75.75,2008,7,3.2829436562733446e-05
38.25,-75.75,2008,8,2.0391329578459262e-05
38.25,-75.75,2008,9,7.158155883246268e-05
38.25,-75.75,2009,5,5.964103311747925e-05
38.25,-75.75,2009,6,7.229806396911916e-05
38.25,-75.75,2009,7,2.4133334143098154e-05
38.25,-75.75,2009,8,4.7618269503845934e-05
38.25,-75.75,2009,9,6.461464394115051e-05
38.25,-75.75,2010,5,3.041501991454854e-05
38.25,-75.75,2010,6,4.569922158444671e-05
38.25,-75.75,2010,7,3.612121973793843e-05
38.25,-75.75,2010,8,3.4268587513678655e-05
38.25,-75.75,2010,9,2.2681920499977604e-05
38.75,-99.75,2006,5,2.5180029198286356e-05
38.75,-99.75,2006,6,2.8332766501885467e-05
38.75,-99.75,2006,7,2.2420404608998333e-05
38.75,-99.75,2006,8,3.465722585738901e-05
38.75,-99.75,2006,9,2.0415902748756784e-05
38.75,-99.75,2007,5,4.343224132748404e-05
38.75,-99.75,2007,6,1.8568307032810576e-05
38.75,-99.75,2007,7,2.1930850296956257e-05
38.75,-99.75,2007,8,2.1742501305728333e-05
38.75,-99.75,2007,9,1.5605102536486724e-05
38.75,-99.75,2008,5,4.830538527847517e-05
38.75,-99.75,2008,6,2.0492051955785702e-05
38.75,-99.75,2008,7,2.2505612363198403e-05
38.75,-99.75,2008,8,2.673572170523227e-05
38.75,-99.75,2008,9,2.3053681922946084e-05
38.75,-99.75,2009,5,1.5874999022576085e-05
38.75,-99.75,2009,6,4.641449410461481e-05
38.75,-99.75,2009,7,3.941008440924799e-05
38.75,-99.75,2009,8,2.3287914209554805e-05
38.75,-99.75,2009,9,2.307800917929585e-05
38.75,-99.75,2010,5,3.17989056804839e-05
38.75,-99.75,2010,6,2.916912148485523e-05
38.75,-99.75,2010,7,5.305905381943246e-05
38.75,-99.75,2010,8,3.2054788235959476e-05
38.75,-99.75,2010,9,2.2705461000467953e-05
38.75,-99.25,2006,5,2.3869928380319592e-05
38.75,-99.25,2006,6,2.68351170213658e-05
38.75,-99.25,2006,7,2.1195364780394797e-05
38.75,-99.25,2006,8,3.5637536744192655e-05
38.75,-99.25,2006,9,2.3980013508880423e-05
38.75,-99.25,2007,5,4.2320807289490446e-05
38.75,-99.25,2007,6,1.7204096153378147e-05
38.75,-99.25,2007,7,2.3823838577320365e-05
38.75,-99.25,2007,8,2.078671135525988e-05
38.75,-99.25,2007,9,2.14670707599988e-05
38.75,-99.25,2008,5,4.1263071270144965e-05
38.75,-99.25,2008,6,2.626216087326938e-05
38.75,-99.25,2008,7,3.0452171527242038e-05
38.75,-99.25,2008,8,2.5486041821038534e-05
38.75,-99.25,2008,9,2.8953014072663254e-05
38.75,-99.25,2009,5,1.1303073853459332e-05
38.75,-99.25,2009,6,4.881697796529731e-05
38.75,-99.25,2009,7,3.89364054787314e-05
38.75,-99.25,2009,8,2.253446183350929e-05
38.75,-99.25,2009,9,2.6885485736619086e-05
38.75,-99.25,2010,5,3.119662427061025e-05
38.75,-99.25,2010,6,3.240084863397862e-05
38.75,-99.25,2010,7,6.689732366419795e-05
38.75,-99.25,2010,8,3.368631293847448e-05
38.75,-99.25,2010,9,2.9106079633435763e-05
38.75,-98.75,2006,5,2.5336901799732914e-05
38.75,-98.75,2006,6,2.3437349794915482e-05
38.75,-98.75,2006,7,1.9270152069308304e-05
38.75,-98.75,2006,8,3.9601617516385915e-05
38.75,-98.75,2006,9,2.8366011659860153e-05
38.75,-98.75,2007,5,4.7408649617121425e-05
38.75,-98.75,2007,6,1.6106240255068608e-05
38.75,-98.75,2007,7,2.5932598290434236e-05
38.75,-98.75,2007,8,2.263928937731594e-05
38.75,-98.75,2007,9,2.6065683867197245e-05
38.75,-98.75,2008,5,4.379731778073854e-05
38.75,-98.75,2008,6,2.9128393482687662e-05
38.75,-98.75,2008,7,3.8434529400888096e-05
38.75,-98.75,2008,8,2.800144272413698e-05
38.75,-98.75,2008,9,3.4391180188972124e-05
38.75,-98.75,2009,5,1.2620200096083892e-05
38.75,-98.75,2009,6,5.102951471602779e-05
38.75,-98.75,2009,7,3.7749309362930435e-05
38.75,-98.75,2009,8,2.3287440797334986e-05
38.75,-98.75,2009,9,3.181649413734495e-05
38.75,-98.75,2010,5,3.523430671473132e-05
38.75,-98.75,2010,6,4.01686781790217e-05
38.75,-98.75,2010,7,6.103484020377838e-05
38.75,-98.75,2010,8,3.604336570444997e-05
38.75,-98.75,2010,9,3.796164085509122e-05
38.75,-98.25,2006,5,2.7213315358458828e-05
38.75,-98.25,2006,6,2.070722619874251e-05
38.75,-98.25,2006,7,1.6863117639584032e-05
38.75,-98.25,2006,8,4.2040392639338066e-05
38.75,-98.25,2006,9,3.253493781549821e-05
38.75,-98.25,2007,5,5.3227998911093406e-05
38.75,-98.25,2007,6,1.3961258156669487e-05
38.75,-98.25,2007,7,2.6758986003633067e-05
38.75,-98.25,2007,8,2.2220798064486574e-05
38.75,-98.25,2007,9,3.259728690305034e-05
38.75,-98.25,2008,5,4.396518125038632e-05
38.75,-98.25,2008,6,3.3956541107530804e-05
38.75,-98.25,2008,7,4.542842923613199e-05
38.75,-98.25,2008,8,2.747229283807026e-05
38.75,-98.25,2008,9,4.138324300840245e-05
38.75,-98.25,2009,5,1.1220536777160312e-05
38.75,-98.25,2009,6,5.310103525489514e-05
38.75,-98.25,2009,7,3.5684257450120344e-05
38.75,-98.25,2009,8,2.3287985110832486e-05
38.75,-98.25,2009,9,3.580382020782688e-05
38.75,-98.25,2010,5,3.809518674216863e-05
38.75,-98.25,2010,6,3.90975113762079e-05
38.75,-98.25,2010,7,6.174123962380049e-05
38.75,-98.25,2010,8,3.341996104631861e-05
38.75,-98.25,2010,9,4.55377932989402e-05
38.75,-97.75,2006,5,3.016213540630111e-05
38.75,-97.75,2006,6,2.4111879784527446e-05
38.75,-97.75,2006,7,1.659628973965117e-05
38.75,-97.75,2006,8,4.6929252501711506e-05
38.75,-97.75,2006,9,3.619088323603137e-05
38.75,-97.75,2007,5,5.765804473781367e-05
38.75,-97.75,2007,6,1.994317722662231e-05
38.75,-97.75,2007,7,3.092102850967049e-05
38.75,-97.75,2007,8,2.2448572913561755e-05
38.75,-97.75,2007,9,3.825262977485977e-05
38.75,-97.75,2008,5,5.3538010164234974e-05
38.75,-97.75,2008,6,4.5201195337381724e-05
38.75,-97.75,2008,7,5.354044100628592e-05
38.75,-97.75,2008,8,2.972372509383923e-05
38.75,-97.75,2008,9,4.72119759575435e-05
38.75,-97.75,2009,5,1.1993064582241453e-05
38.75,-97.75,2009,6,5.47594861656601e-05
38.75,-97.75,2009,7,3.510089766555596e-05
38.75,-97.75,2009,8,2.6829819047622456e-05
38.75,-97.75,2009,9,4.0176455777980274e-05
38.75,-97.75,2010,5,4.244307983026022e-05
38.75,-97.75,2010,6,4.4169422099908306e-05
38.75,-97.75,2010,7,5.9489535972794195e-05
38.75,-97.75,2010,8,3.894879794127175e-05
38.75,-97.75,2010,9,4.904799842376898e-05
38.75,-97.25,2006,5,2.9852148422434304e-05
38.75,-97.25,2006,6,2.515848577075985e-05
38.75,-97.25,2006,7,1.9576816906144523e-05
38.75,-97.25,2006,8,5.4608778717972615e-05
38.75,-97.25,2006,9,3.8861099612278833e-05
38.75,-97.25,2007,5,6.573265846608567e-05
38.75,-97.25,2007,6,2.7129886602494936e-05
38.75,-97.25,2007,7,2.8749421688107327e-05
38.75,-97.25,2007,8,2.2386969822933118e-05
38.75,-97.25,2007,9,4.04640538661738e-05
38.75,-97.25,2008,5,5.348008043239911e-05
38.75,-97.25,2008,6,5.836106208019961e-05
38.75,-97.25,2008,7,5.2423308801049614e-05
38.75,-97.25,2008,8,2.6191226188960266e-05
38.75,-97.25,2008,9,5.541257868444625e-05
38.75,-97.25,2009,5,1.2914518216955081e-05
38.75,-97.25,2009,6,5.920156366450158e-05
38.75,-97.25,2009,7,4.2889011583171056e-05
38.75,-97.25,2009,8,3.077852196237667e-05
38.75,-97.25,2009,9,4.096354231376241e-05
38.75,-97.25,2010,5,4.543562105631662e-05
38.75,-97.25,2010,6,5.010071816402926e-05
38.75,-97.25,2010,7,6.320068482771855e-05
38.75,-97.25,2010,8,4.063381338246828e-05
38.75,-97.25,2010,9,6.227932123692876e-05
38.75,-96.75,2006,5,2.8786418957498802e-05
38.75,-96.75,2006,6,2.1398897859666496e-05
38.75,-96.75,2006,7,2.255746024345278e-05
38.75,-96.75,2006,8,6.152875400644575e-05
38.75,-96.75,2006,9,4.022022651396877e-05
38.75,-96.75,2007,5,7.91278648189598e-05
38.75,-96.75,2007,6,3.172032160989602e-05
38.75,-96.75,2007,7,2.4339270657906943e-05
38.75,-96.75,2007,8,2.23380467699695e-05
38.75,-96.75,2007,9,3.8651112006249375e-05
38.75,-96.75,2008,5,4.6805921045581326e-05
38.75,-96.75,2008,6,6.721152460163656e-05
38.75,-96.75,2008,7,4.587994594190502e-05
38.75,-96.75,2008,8,2.2013554479476833e-05
38.75,-96.75,2008,9,6.479765168054032e-05
38.75,-96.75,2009,5,1.2988810267588307e-05
38.75,-96.75,2009,6,6.593528684142313e-05
38.75,-96.75,2009,7,5.0560843817378544e-05
38.75,-96.75,2009,8,3.2956036361821913e-05
38.75,-96.75,2009,9,3.762751084563307e-05
38.75,-96.75,2010,5,4.745453654504773e-05
38.75,-96.75,2010,6,5.824590049740763e-05
38.75,-96.75,2010,7,5.335341876500676e-05
38.75,-96.75,2010,8,4.0137986255663176e-05
38.75,-96.75,2010,9,6.747719761468462e-05
38.75,-96.25,2006,5,2.7137803475891212e-05
38.75,-96.25,2006,6,1.587246607632764e-05
38.75,-96.25,2006,7,2.606559706048155e-05
38.75,-96.25,2006,8,7.263845159350753e-05
38.75,-96.25,2006,9,3.6718877817657854e-05
38.75,-96.25,2007,5,8.91693484129473e-05
38.75,-96.25,2007,6,3.509607400170959e-05
38.75,-96.25,2007,7,2.1108678366390806e-05
38.75,-96.25,2007,8,2.4067734536090035e-05
38.75,-96.25,2007,9,3.1164494887766145e-05
38.75,-96.25,2008,5,3.9266136379608486e-05
38.75,-96.25,2008,6,6.989523236278217e-05
38.75,-96.25,2008,7,4.082123699425489e-05
38.75,-96.25,2008,8,1.904799691702415e-05
38.75,-96.25,2008,9,6.753788492322999e-05
38.75,-96.25,2009,5,1.2989539874185667e-05
38.75,-96.25,2009,6,6.589664654157445e-05
38.75,-96.25,2009,7,5.900468689943746e-05
38.75,-96.25,2009,8,3.738740445333446e-05
38.75,-96.25,2009,9,2.9791683720541023e-05
38.75,-96.25,2010,5,4.814189516128401e-05
38.75,-96.25,2010,6,5.686905845249653e-05
38.75,-96.25,2010,7,4.918690633579568e-05
38.75,-96.25,2010,8,4.2938410527090574e-05
38.75,-96.25,2010,9,7.126339256347166e-05
38.75,-95.75,2006,5,2.6650685089776054e-05
38.75,-95.75,2006,6,1.3615963474548447e-05
38.75,-95.75,2006,7,3.0252725975841594e-05
38.75,-95.75,2006,8,8.586232225998321e-05
38.75,-95.75,2006,9,3.077738144613799e-05
38.75,-95.75,2007,5,9.513841318802142e-05
38.75,-95.75,2007,6,4.318840863106743e-05
38.75,-95.75,2007,7,1.9166007661973773e-05
38.75,-95.75,2007,8,2.7856353134833142e-05
38.75,-95.75,2007,9,2.059788331365553e-05
38.75,-95.75,2008,5,3.6974084690918804e-05
38.75,-95.75,2008,6,7.37275846460032e-05
38.75,-95.75,2008,7,3.6323283901716946e-05
38.75,-95.75,2008,8,1.6348581070340848e-05
38.75,-95.75,2008,9,6.594189240171864e-05
38.75,-95.75,2009,5,1.380520126321154e-05
38.75,-95.75,2009,6,6.562751244227153e-05
38.75,-95.75,2009,7,7.104043390927839e-05
38.75,-95.75,2009,8,4.314744206849795e-05
38.75,-95.75,2009,9,2.2092738483356126e-05
38.75,-95.75,2010,5,4.777931822280835e-05
38.75,-95.75,2010,6,5.939796573520706e-05
38.75,-95.75,2010,7,5.729155792744884e-05
38.75,-95.75,2010,8,4.874990015870131e-05
38.75,-95.75,2010,9,6.835867387493926e-05
38.75,-95.25,2006,5,2.5375306642393796e-05
38.75,-95.25,2006,6,1.0514226854259808e-05
38.75,-95.25,2006,7,3.3557235884732365e-05
38.75,-95.25,2006,8,9.261794671163117e-05
38.75,-95.25,2006,9,2.7744453935933202e-05
38.75,-95.25,2007,5,8.987378132615269e-05
38.75,-95.25,2007,6,4.5555032273843686e-05
38.75,-95.25,2007,7,1.6199062900014843e-05
38.75,-95.25,2007,8,2.69173823707524e-05
38.75,-95.25,2007,9,2.1951674464067614e-05
38.75,-95.25,2008,5,4.115485499692654e-05
38.75,-95.25,2008,6,6.37969018293679e-05
38.75,-95.25,2008,7,5.023866721290136e-05
38.75,-95.25,2008,8,1.41986127361021e-05
38.75,-95.25,2008,9,8.142993804732685e-05
38.75,-95.25,2009,5,2.0122350750422093e-05
38.75,-95.25,2009,6,6.851641424023095e-05
38.75,-95.25,2009,7,7.218761904028273e-05
38.75,-95.25,2009,8,7.000643228482681e-05
38.75,-95.25,2009,9,2.1470461744086308e-05
38.75,-95.25,2010,5,5.858822922940975e-05
38.75,-95.25,2010,6,6.770826831405287e-05
38.75,-95.25,2010,7,5.644521539571286e-05
38.75,-95.25,2010,8,4.211542712102229e-05
38.75,-95.25,2010,9,8.03324614275303e-05
38.75,-94.75,2006,5,1.7923899663868825e-05
38.75,-94.75,2006,6,1.224071282142821e-05
38.75,-94.75,2006,7,3.291897958341623e-05
38.75,-94.75,2006,8,8.038363917445816e-05
38.75,-94.75,2006,9,2.26969915216794e-05
38.75,-94.75,2007,5,6.682203468886332e-05
38.75,-94.75,2007,6,4.3884728867501126e-05
38.75,-94.75,2007,7,1.1730558566950876e-05
38.75,-94.75,2007,8,1.8242213136997152e-05
38.75,-94.75,2007,9,2.6697511839065176e-05
38.75,-94.75,2008,5,4.26147315064414e-05
38.75,-94.75,2008,6,4.952636657572877e-05
38.75,-94.75,2008,7,6.428406018676285e-05
38.75,-94.75,2008,8,1.1472479608449612e-05
38.75,-94.75,2008,9,9.528232571945998e-05
38.75,-94.75,2009,5,2.7827801377344393e-05
38.75,-94.75,2009,6,6.659544405422935e-05
38.75,-94.75,2009,7,5.273213197608217e-05
38.75,-94.75,2009,8,8.759273036971646e-05
38.75,-94.75,2009,9,2.1314442272340275e-05
38.75,-94.75,2010,5,5.83010361816337e-05
38.75,-94.75,2010,6,6.591125462985797e-05
38.75,-94.75,2010,7,5.4419690428025565e-05
38.75,-94.75,2010,8,3.999094263286048e-05
38.75,-94.75,2010,9,8.274427391298002e-05
38.75,-94.25,2006,5,1.5322384611341392e-05
38.75,-94.25,2006,6,1.668985026409923e-05
38.75,-94.25,2006,7,2.833963490003486e-05
38.75,-94.25,2006,8,6.549854728311564e-05
38.75,-94.25,2006,9,2.0811958410623296e-05
38.75,-94.25,2007,5,5.223197456599894e-05
38.75,-94.25,2007,6,4.215836668279849e-05
38.75,-94.25,2007,7,9.718384289987782e-06
38.75,-94.25,2007,8,1.6272888370540186e-05
38.75,-94.25,2007,9,2.7799135592350884e-05
38.75,-94.25,2008,5,4.3553350622463797e-05
38.75,-94.25,2008,6,4.7003686839097726e-05
38.75,-94.25,2008,7,7.076301373573534e-05
38.75,-94.25,2008,8,1.3857846075629712e-05
38.75,-94.25,2008,9,9.837328628845936e-05
38.75,-94.25,2009,5,2.6706598448307035e-05
38.75,-94.25,2009,6,5.524645307311005e-05
38.75,-94.25,2009,7,5.2709413445025774e-05
38.75,-94.25,2009,8,7.873080133390064e-05
38.75,-94.25,2009,9,2.355999685128713e-05
38.75,-94.25,2010,5,5.546191989137738e-05
38.75,-94.25,2010,6,6.41855092643613e-05
38.75,-94.25,2010,7,6.421896065904824e-05
38.75,-94.25,2010,8,4.1948443599644904e-05
38.75,-94.25,2010,9,8.385772704898713e-05
38.75,-93.75,2006,5,1.5625223338569257e-05
38.75,-93.75,2006,6,2.007194592916761e-05
38.75,-93.75,2006,7,2.7251005312985356e-05
38.75,-93.75,2006,8,5.7171020738189966e-05
38.75,-93.75,2006,9,2.1117449627894302e-05
38.75,-93.75,2007,5,4.556403342677541e-05
38.75,-93.75,2007,6,3.9609305385823745e-05
38.75,-93.75,2007,7,1.0933427651940451e-05
38.75,-93.75,2007,8,1.7367724010093128e-05
38.75,-93.75,2007,9,2.6729424534129484e-05
38.75,-93.75,2008,5,4.63316515439172e-05
38.75,-93.75,2008,6,4.975958154537589e-05
38.75,-93.75,2008,7,8.043155522774817e-05
38.75,-93.75,2008,8,1.6129623626915148e-05
38.75,-93.75,2008,9,0.00010038110665898659
38.75,-93.75,2009,5,2.913820064549329e-05
38.75,-93.75,2009,6,5.155368287406148e-05
38.75,-93.75,2009,7,5.705002850392259e-05
38.75,-93.75,2009,8,6.422220365579741e-05
38.75,-93.75,2009,9,2.7434488655793515e-05
38.75,-93.75,2010,5,5.51087053969272e-05
38.75,-93.75,2010,6,5.8361941990741025e-05
38.75,-93.75,2010,7,6.761064726911944e-05
38.75,-93.75,2010,8,5.093226584136545e-05
38.75,-93.75,2010,9,7.867146391455013e-05
38.75,-93.25,2006,5,1.702963263738866e-05
38.75,-93.25,2006,6,2.7798748781796926e-05
38.75,-93.25,2006,7,2.7280555435506328e-05
38.75,-93.25,2006,8,4.985438415671511e-05
38.75,-93.25,2006,9,2.2995681001347635e-05
38.75,-93.25,2007,5,4.31315579158954e-05
38.75,-93.25,2007,6,4.142156601876224e-05
38.75,-93.25,2007,7,1.3389969050970144e-05
38.75,-93.25,2007,8,1.8004198531108896e-05
38.75,-93.25,2007,9,2.999122158454289e-05
38.75,-93.25,2008,5,4.9800719723817664e-05
38.75,-93.25,2008,6,6.0856527475472434e-05
38.75,-93.25,2008,7,9.10623034503976e-05
38.75,-93.25,2008,8,1.866785975005228e-05
38.75,-93.25,2008,9,0.00011176284668555822
38.75,-93.25,2009,5,3.516894869007035e-05
38.75,-93.25,2009,6,5.3315559312139274e-05
38.75,-93.25,2009,7,6.1472237656251e-05
38.75,-93.25,2009,8,4.6484046188376465e-05
38.75,-93.25,2009,9,3.204046626492015e-05
38.75,-93.25,2010,5,5.351625710506431e-05
38.75,-93.25,2010,6,5.643556119995119e-05
38.75,-93.25,2010,7,7.301734348558678e-05
38.75,-93.25,2010,8,3.9917354739927934e-05
38.75,-93.25,2010,9,7.40656482986569e-05
38.75,-92.75,2006,5,1.7623764631084917e-05
38.75,-92.75,2006,6,3.279870874924503e-05
